原始微博内容,发布日期,博主输入月份,博主输入日,博主输入星期,上海,深圳,北京,长沙,武汉,广州,苏州,郑州,南京,成都,西安,重庆
#地铁客流排行榜# 4月17日（周四），北京地铁线网客运量为1033.44人次，上海地铁客运量为815.3万人次，广州地铁客运量为635.9万人次，深圳地铁线网客运量为294.14万人次，南京地铁客运量为131.7万人次。,2014/4/18,4,17,周四,815.3,294.14,815.3, , ,635.9, , ,131.7, , , 
#地铁客流排行榜# 4月16日（周三），北京地铁线网客运量为1064.79万人次，上海地铁客运量为817.6万人次，广州地铁客运量为636.7万人次，深圳地铁线网客运量为285.27万人次，南京地铁客运量为132.3万人次。,2014/4/17,4,16,周三,817.6,285.27,1064.79, , ,636.7, , ,132.3, , , 
#地铁客流排行榜# 4月15日（周二），北京地铁线网客运量为1058.39万人次，上海地铁客运量为865.3万人次，广州地铁客运量为627.7万人次，深圳地铁线网客运量为282.34万人次，南京地铁客运量为134.6万人次。,2014/4/16,4,15,周二,865.3,282.34,1058.39, , ,627.7, , ,134.6, , , 
#地铁客流排行榜# 4月14日（周一），北京地铁线网客运量为1064.14万人次，上海地铁客运量为850.8万人次，广州地铁客运量为618.3万人次，深圳地铁线网客运量为280万人次，南京地铁客运量为138.2万人次。,2014/4/15,4,14,周一,850.8,280,1064.14, , ,618.3, , ,138.2, , , 
更正： #地铁客流排行榜# 4月12日（周六），北京地铁线网客运量约为973.5万人次，广州地铁客运量为652.5万人次，上海地铁客运量为586.2万人次，深圳地铁线网客运量为275.6万人次，南京地铁客运量为134.7万人次。,2014/4/14,4,12,周六,586.2,275.6,973.5, , ,652.5, , ,134.7, , , 
#地铁客流排行榜# 4月13日（周日），北京地铁线网客运量为810.74万人次，广州地铁客运量为628.9万人次，上海地铁客运量为596.6万人次，深圳地铁线网客运量为277.22万人次，南京地铁客运量为129.4万人次。,2014/4/14,4,13,周日,596.6,277.22,810.74, , ,628.9, , ,129.4, , , 
#地铁客流排行榜# 4月12日（周六），北京地铁线网客运量约为973.5万人次，广州地铁客运量为60652.5万人次，上海地铁客运量为586.2万人次，深圳地铁线网客运量为275.6万人次，南京地铁客运量为134.7万人次。,2014/4/13,4,12,周六,586.2,275.6,973.5, , ,60652.5, , ,134.7, , , 
#地铁客流排行榜# 4月11日（周五），北京地铁线网客运量为1106.8万人次，上海地铁客运量为887.6万人次，广州地铁客运量为661.3万人次，深圳地铁线网客运量为301.02万人次，南京地铁客运量为146.4万人次。,2014/4/13,4,11,周五,887.6,301.02,1106.8, , ,661.3, , ,146.4, , , 
#地铁客流排行榜# 4月10日（周四），北京地铁线网客运量约为1046.38万人次，上海地铁客运量为839.4万人次，广州地铁客运量为608.2万人次，深圳地铁线网客运量为274.57万人次，南京地铁客运量为134.6万人次。,2014/4/13,4,10,周四,839.4,274.57,1046.38, , ,608.2, , ,134.6, , , 
#地铁客流排行榜# 4月9日（周三），北京地铁线网客运量约为1055.93万人次，上海地铁客运量为834.8万人次，广州地铁客运量为603.2万人次，深圳地铁线网客运量为275.71万人次，南京地铁客运量为137.4万人次。,2014/4/10,4,9,周三,834.8,275.71,1055.93, , ,603.2, , ,137.4, , , 
#地铁客流排行榜# 4月8日（周二），北京地铁线网客运量约为1020万人次，上海地铁客运量为833.8万人次，广州地铁客运量为599.4万人次，深圳地铁线网客运量为263.89万人次，南京地铁客运量为138.2万人次。,2014/4/9,4,8,周二,833.8,263.89,1020, , ,599.4, , ,138.2, , , 
#地铁客流排行榜# 4月7日（周一、放假），北京地铁线网客运量为829.6万人次，上海地铁客运量为598.1万人次，广州地铁客运量为563.3万人次，深圳地铁线网客运量为233.63万人次，南京地铁客运量为141.6万人次。,2014/4/8,4,7,周一、放假,598.1,233.63,829.6, , ,563.3, , ,141.6, , , 
#地铁客流排行榜# 4月6日（周日），北京地铁线网客运量为896.12万人次，上海地铁客运量为688.6万人次，广州地铁客运量为487.4万人次，深圳地铁线网客运量为238.61万人次，南京地铁客运量为148.6万人次。,2014/4/7,4,6,周日,688.6,238.61,896.12, , ,487.4, , ,148.6, , , 
#地铁客流排行榜# 4月5日（周六），北京地铁线网客运量为958.69万人次，上海地铁客运量为734.4万人次，广州地铁客运量为642.6万人次，深圳地铁线网客运量为332.45万人次，南京地铁客运量为155.9万人次。,2014/4/7,4,5,周六,734.4,332.45,958.69, , ,642.6, , ,155.9, , , 
#地铁客流排行榜# 4月4日（周五），北京地铁线网客运量为1157.2万人次，上海地铁客运量为911.4万人次，广州地铁客运量为709.9万人次，深圳地铁线网客运量为307.04万人次，南京地铁客运量为172.3万人次。,2014/4/7,4,4,周五,911.4,307.04,1157.2, , ,709.9, , ,172.3, , , 
#地铁客流排行榜# 4月3日（周四），北京地铁线网客运量为1052.95万人次，上海地铁客运量为833.8万人次，广州地铁客运量为594.9万人次，深圳地铁线网客运量为251.84万人次，南京地铁客运量为138.4万人次。,2014/4/4,4,3,周四,833.8,251.84,1052.95, , ,594.9, , ,138.4, , , 
#地铁客流排行榜# 4月2日（周三），北京地铁线网客运量为1042.39万人次，上海地铁客运量为831.5万人次，广州地铁客运量为568.2万人次，深圳地铁线网客运量为257.78万人次，南京地铁客运量为136.3万人次。,2014/4/4,4,2,周三,831.5,257.78,1042.39, , ,568.2, , ,136.3, , , 
#地铁客流排行榜# 4月1日（周二），北京地铁线网客运量为1050.6万人次，上海地铁客运量为841.9万人次，广州地铁客运量为570.5万人次，深圳地铁线网客运量为261.01万人次，南京地铁客运量为134.3万人次。,2014/4/2,4,1,周二,841.9,261.01,1050.6, , ,570.5, , ,134.3, , , 
#地铁客流排行榜# 3月31日（周一），北京地铁线网客运量为1038.7万人次，上海地铁客运量为840.3万人次，广州地铁客运量为563.3万人次，深圳地铁线网客运量为246.55万人次，南京地铁客运量为135.1万人次。,2014/4/1,3,31,周一,840.3,246.55,1038.7, , ,563.3, , ,135.1, , , 
#地铁客流排行榜# 3月30日（周日），北京地铁线网客运量为834.72万人次，上海地铁客运量为678.5万人次，广州地铁客运量为619万人次，深圳地铁线网客运量为255.47万人次，南京地铁客运量为137.8万人次。,2014/3/31,3,30,周日,678.5,255.47,834.72, , ,619, , ,137.8, , , 
#地铁客流排行榜# 3月29日（周六），北京地铁线网客运量为905.45万人次，上海地铁客运量为636.9万人次，广州地铁客运量为606.8万人次，深圳地铁线网客运量为253.67万人次，南京地铁客运量为126.4万人次。,2014/3/31,3,29,周六,636.9,253.67,905.45, , ,606.8, , ,126.4, , , 
#地铁客流排行榜# 3月28日（周五），北京地铁线网客运量为1106.61万人次，上海地铁客运量为867.6万人次，广州地铁客运量为654.3万人次，深圳地铁线网客运量为299.18万人次，南京地铁客运量为155.2万人次。,2014/3/31,3,28,周五,867.6,299.18,1106.61, , ,654.3, , ,155.2, , , 
#地铁客流排行榜# 3月27日（周四），北京地铁线网客运量为1026.34万人次，上海地铁客运量为845万人次，广州地铁客运量为604.5万人次，深圳地铁线网客运量为274.57万人次，南京地铁客运量为137.1万人次。,2014/3/28,3,27,周四,845,274.57,1026.34, , ,604.5, , ,137.1, , , 
#地铁客流排行榜# 3月26日（周三），北京地铁线网客运量为1050.7万人次，上海地铁客运量为841万人次，广州地铁客运量为603.5万人次，深圳地铁线网客运量为275.79万人次，南京地铁客运量为137.4万人次。,2014/3/27,3,26,周三,841,275.79,1050.7, , ,603.5, , ,137.4, , , 
#地铁客流排行榜# 3月25日（周二），北京地铁线网客运量为1042.03万人次，上海地铁客运量为798.5万人次，广州地铁客运量为604.9万人次，深圳地铁线网客运量为276.89万人次，南京地铁客运量为131.1万人次。,2014/3/26,3,25,周二,798.5,276.89,1042.03, , ,604.9, , ,131.1, , , 
#地铁客流排行榜# 3月24日（周一），北京地铁线网客运量为1051.67万人次，上海地铁客运量为838.1万人次，广州地铁客运量为616.5万人次，深圳地铁线网客运量为280.35万人次，南京地铁客运量为135.2万人次。,2014/3/25,3,24,周一,838.1,280.35,1051.67, , ,616.5, , ,135.2, , , 
#地铁客流排行榜# 3月23日（周日），北京地铁线网客运量为820.62万人次，上海地铁客运量为665.7万人次，广州地铁客运量为650万人次，深圳地铁线网客运量为292.78万人次，南京地铁客运量为147.6万人次。,2014/3/24,3,23,周日,665.7,292.78,820.62, , ,650, , ,147.6, , , 
#地铁客流排行榜# 3月22日（周六），北京地铁线网客运量为976.24万人次，上海地铁客运量为723.5万人次，广州地铁客运量为676.9万人次，深圳地铁线网客运量为289.03万人次，南京地铁客运量为166.9万人次。,2014/3/24,3,22,周六,723.5,289.03,976.24, , ,676.9, , ,166.9, , , 
#地铁客流排行榜# 3月21日（周五），北京地铁线网客运量约1100万人次，上海地铁客运量为901.8万人次，广州地铁客运量为668.4万人次，深圳地铁线网客运量为300.96万人次，南京地铁客运量为158万人次。,2014/3/24,3,21,周五,901.8,300.96,1100, , ,668.4, , ,158, , , 
#地铁客流排行榜# 3月20日（周四），北京地铁线网客运量为1041.22万人次，上海地铁客运量为836.9万人次，广州地铁客运量为610.8万人次，深圳地铁线网客运量为277.79万人次，南京地铁客运量为135.4万人次。,2014/3/21,3,20,周四,836.9,277.79,1041.22, , ,610.8, , ,135.4, , , 
#地铁客流排行榜# 3月19日（周三），北京地铁线网客运量为1036.23万人次，上海地铁客运量为811.96万人次，广州地铁客运量为624.9万人次，深圳地铁线网客运量为282.95万人次，南京地铁客运量为127.7万人次。,2014/3/20,3,19,周三,811.96,282.95,1036.23, , ,624.9, , ,127.7, , , 
#地铁客流排行榜# 3月18日（周二），北京地铁线网客运量为1035.6万人次，上海地铁客运量为847.6万人次，广州地铁客运量为623.4万人次，深圳地铁线网客运量为277.68万人次。,2014/3/19,3,18,周二,847.6,277.68,1035.6, , ,623.4, , , , , , 
#地铁客流排行榜# 3月17日（周一），北京地铁线网客运量为1026.44万人次，上海地铁客运量为829.2万人次，广州地铁客运量为623.9万人次，深圳地铁线网客运量为283.22万人次。,2014/3/18,3,17,周一,829.2,283.22,1026.44, , ,623.9, , , , , , 
#地铁客流排行榜# 3月16日（周日），北京地铁线网客运量为806.8万人次，上海地铁客运量为652万人次，广州地铁客运量为658.7万人次，深圳地铁线网客运量为287.38万人次。,2014/3/17,3,16,周日,652,287.38,806.8, , ,658.7, , , , , , 
#地铁客流排行榜# 3月15日（周六），北京地铁线网客运量为847.03万人次，上海地铁客运量为714.1万人次，广州地铁客运量为671.9万人次，深圳地铁线网客运量为278.99万人次。,2014/3/17,3,15,周六,714.1,278.99,847.03, , ,671.9, , , , , , 
#地铁客流排行榜# 3月14日（周五），北京地铁线网客运量为1098.19万人次，上海地铁客运量为898.4万人次，广州地铁客运量为661万人次，深圳地铁线网客运量为296.12万人次。,2014/3/17,3,14,周五,898.4,296.12,1098.19, , ,661, , , , , , 
#地铁客流排行榜# 3月13日（周四），北京地铁线网客运量为1026.49万人次，上海地铁客运量为828.2万人次，广州地铁客运量为598.4万人次，深圳地铁线网客运量为273.29万人次。,2014/3/14,3,13,周四,828.2,273.29,1026.49, , ,598.4, , , , , , 
#地铁客流排行榜# 3月12日（周三），北京地铁线网客运量为1026.05万人次，上海地铁客运量为798.3万人次，广州地铁客运量为578.9万人次，深圳地铁线网客运量为271.97万人次。,2014/3/13,3,12,周三,798.3,271.97,1026.05, , ,578.9, , , , , , 
#地铁客流排行榜# 3月11日（周二），北京地铁线网客运量为1031.11万人次，上海地铁客运量为830万人次，广州地铁客运量为599万人次，深圳地铁线网客运量为273.48万人次。,2014/3/12,3,11,周二,830,273.48,1031.11, , ,599, , , , , , 
#地铁客流排行榜#  纯民间排行，目的只是给关心城市轨道交通的人士提供一个相对的参考数据，了解下当下我国内地城市轨道交通的客流的规模及客流数据背后的交通拥挤程度、城市规模大小、城市的吸引力等等。所谓的是“北上广深”！,2014/3/11, , , , , , , , , , , , , , , 
#地铁客流排行榜# 3月10日（周一），北京地铁线网客运量为1032.52万人次，上海地铁客运量为825.4万人次，广州地铁客运量为611.6万人次，深圳地铁线网客运量为278.48万人次。,2014/3/11,3,10,周一,825.4,278.48,1032.52, , ,611.6, , , , , , 
#地铁客流排行榜# 3月9日（周日），北京地铁线网客运量为773.69万人次，上海地铁客运量为646.1万人次，广州地铁客运量为599.2万人次，深圳地铁线网客运量为271.69万人次。,2014/3/10,3,9,周日,646.1,271.69,773.69, , ,599.2, , , , , , 
#地铁客流排行榜# 3月8日（周六），北京地铁线网客运量为853.28万人次，上海地铁客运量为700万人次，广州地铁客运量为655.7万人次，深圳地铁线网客运量为297.8万人次。,2014/3/10,3,8,周六,700,297.8,853.28, , ,655.7, , , , , , 
